1 0.229368
2 0.212726
3 0.210294
4 0.212835
5 0.208071
6 0.213712
7 0.213157
8 0.208584
9 0.212369
10 0.207505
11 0.213965
12 0.213337
13 0.210449
14 0.209816
15 0.207781
16 0.207282
17 0.209409
18 0.210012
19 0.210956
20 0.209662
21 0.209056
22 0.208556
23 0.218553
24 0.254481
25 0.207584
26 0.302875
27 0.231299
28 0.240485
29 0.254370
30 0.233011
31 0.218860
32 0.276323
33 0.207439
34 0.206988
35 0.206763
36 0.206590
37 0.207500
38 0.206653
39 0.211277
40 0.208577
41 0.216327
42 0.207591
43 0.206808
44 0.225682
45 0.251434
46 0.280239
47 0.235267
48 0.209260
49 0.207712
50 0.207907
51 0.207335
52 0.208882
53 0.210887
54 0.207836
55 0.209765
56 0.207267
57 0.209777
58 0.207180
59 0.207751
60 0.212239
61 0.211670
62 0.216661
63 0.207486
64 0.203840
65 0.205378
66 0.205191
67 0.204858
68 0.203405
69 0.206632
70 0.206280
71 0.206763
72 0.208893
73 0.203714
74 0.204813
75 0.208296
76 0.204939
77 0.207831
78 0.203337
79 0.204535
80 0.204900
81 0.205368
82 0.205010
83 0.208393
84 0.205465
85 0.203722
86 0.207694
87 0.205583
88 0.205194
89 0.211749
90 0.237886
91 0.259812
92 0.210828
93 0.210362
94 0.210463
95 0.256087
96 0.232662
97 0.216714
98 0.210724
99 0.207501
100 0.210709
